activitytype_from,flowobject_from,activitytype_to,flowobject_to,classification_from,classification_to,comment,skos_uri,prefixed_id
,C_BIOD,,5230,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,f1785437-a994-4a01-a42c-cdba3fc7a97f
,C_BIOD,,5232,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,4410b34d-f54a-4697-9f7b-53134b54ec85
,C_OBIO,,5290,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,f1dcc7ed-0253-4d23-8507-d56dbc51cc17
,C_MBIO,,5300,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,969ab192-dc9b-4ad9-a162-5d1b776fe3f8
,C_munic_renew_waste,,6200,bonsai,undata_energy_stats,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,2afd73dd-b3a4-4170-b0a0-674e8688f95a
,C_munic_non_renew_waste,,6200,bonsai,undata_energy_stats,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,8eeb3fb0-1f6d-432b-b2b0-4594fda4c789
,fi_17100,,7000,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,8da4ac92-7280-45e8-a096-cf2ca61c0ebe
,C_elec_POWM,,7000G,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,103ed18e-223b-416b-b6aa-61ee740c91c6
,C_elec_POWH,,7000H,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,0c4212c0-f1d6-46fa-b425-88cec9b14850
,C_elec_POWN,,7000N,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,72654ed5-847d-4cfc-ab1f-091381fd5a34
,C_elec_POWO,,7000O,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,7ed16591-38b4-4463-a919-0a81535862a1
,C_elec_POWS,,7000S,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,6366c69f-1e7e-4d3f-ba70-998586235624
,C_elec_POWW,,7000W,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,9fc2b5aa-6d9f-4346-b18a-868e57525401
,C_HEAT,,8000,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,0a099320-35d7-4bd2-97d7-df120c5032ff
,C_HWAT,,8000T,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,3d9f2164-04d7-4381-83e5-6a4a6209935d
,C_ORAN,,9101,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,f6e56a47-a044-4c1b-9c1a-f5b442d6858e
